职位名称,职位地址,薪资,学历经验要求,公司名称,公司信息,公司福利,详情页链接
python师父,深圳·宝安区·福永,15-16K,3-5年本科,马斯克,互联网不需要融资0-20人,,https://www.zhipin.com/job_detail/fcd0facce8bb182c1nJ80ty6FFtT.html
Python开发工程师,深圳·南山区·科技园,28-50K·14薪,3-5年本科,极纳人工智能,计算机软件A轮20-99人,餐补，年终奖，定期体检，补充医疗保险，股票期权，零食下午茶，带薪年假，五险一金,https://www.zhipin.com/job_detail/bae45df3099227091nFy0tm4EVdX.html
Python开发工程师,深圳·福田区·景田,20-30K·13薪,5-10年本科,深圳市捎客转运物...,交通/运输未融资20-99人,定期体检，员工旅游，全勤奖，带薪年假，股票期权，节日福利，年终奖，零食下午茶，五险一金，加班补助,https://www.zhipin.com/job_detail/02029dae28d777301nx73Ny7ElRS.html
python开发工程师,深圳·宝安区·宝安中心区,15-30K·14薪,1-3年本科,宽客,计算机软件未融资20-99人,五险一金，年终奖，全勤奖,https://www.zhipin.com/job_detail/c13f596720b5cb0b1nFy3Ni0EVtX.html
Python开发工程师,深圳·南山区·科技园,20-30K·14薪,3-5年本科,睿心智能,医疗设备/器械C轮100-499人,定期体检，带薪年假，零食下午茶，年终奖，五险一金，节日福利,https://www.zhipin.com/job_detail/b85524b2a5ffe8eb1n1-2di1FlFU.html
Python开发工程师,深圳·龙岗区·坂田,15-30K,3-5年本科,华为,计算机软件不需要融资10000人以上,员工旅游，股票期权，五险一金，补充医疗保险，年终奖，节日福利，定期体检，餐补，零食下午茶，加班补助,https://www.zhipin.com/job_detail/42396c3d1366cb131n1y3ty-FltV.html
Python开发工程师,深圳·龙岗区·坂田,15-19K·13薪,1-3年本科,中软国际,计算机软件已上市10000人以上,零食下午茶，餐补，免费班车，节日福利，加班补助，五险一金，员工旅游，带薪年假，定期体检，年终奖,https://www.zhipin.com/job_detail/b6919bdfcf7625b11XV83Nq7GFpZ.html
Python开发工程师,深圳·南山区·科技园,11-20K·13薪,3-5年本科,融安网络,信息安全C轮100-499人,加班补助，通讯补贴，员工旅游，年终奖，交通补助，带薪年假，节日福利，餐补，五险一金，零食下午茶，定期体检，股票期权,https://www.zhipin.com/job_detail/50263480ed82bcd51XZ93927F1BZ.html
Python开发工程师,深圳·福田区·购物公园,11-18K,3-5年大专,达博威科技,计算机软件未融资100-499人,五险一金，带薪年假，生日福利，定期体检，节日福利，员工旅游，零食下午茶，补充医疗保险,https://www.zhipin.com/job_detail/c9a4f32353b0b01c1XR72dm5F1tZ.html
Python开发工程师,深圳·福田区·车公庙,12-20K·13薪,3-5年本科,昕喆信科,计算机软件未融资0-20人,通讯补贴，餐补，带薪年假，员工旅游，五险一金，交通补助，全勤奖,https://www.zhipin.com/job_detail/adad2ff9192d8b6a1XV539u4FFRR.html
python实习生,深圳·福田区·新洲,3-6K,经验不限大专,旭泰互联网,互联网20-99人,全勤奖，零食下午茶，餐补，员工旅游，股票期权，节日福利，五险一金,https://www.zhipin.com/job_detail/e1d00214012a8bd81XR53Ni9FldX.html
Python开发工程师,深圳·宝安区·宝安中心区,15-30K·14薪,3-5年本科,微诺,移动互联网不需要融资100-499人,零食下午茶，年终奖，带薪年假，员工旅游，Mac办公，补充医疗保险，加班补助，五险一金，节日福利，免费健身房，人体工学座椅，定期体检,https://www.zhipin.com/job_detail/a36dfc1778b1f19f1XV409y0FFFS.html
python开发工程师,深圳·南山区·科技园,10-15K,1-3年大专,博沃智慧,计算机软件未融资100-499人,证书补助，加班补助，节日福利，定期体检，电脑补贴，年终奖，全勤奖，五险一金，餐补，通讯补贴，带薪年假，员工旅游,https://www.zhipin.com/job_detail/35f3049c628d11d31nF939i4E1ZQ.html
python开发工程师,深圳·宝安区·新安,9-14K,经验不限本科,小溪流科技,移动互联网未融资100-499人,加班补助，带薪年假，员工旅游，节日福利，年终奖，五险一金，定期体检，股票期权,https://www.zhipin.com/job_detail/b7228d289e521ede1nF_2926EFJU.html
python开发工程师,深圳·南山区·西丽,11-17K,1-3年本科,平婷科技,计算机软件100-499人,,https://www.zhipin.com/job_detail/a1e0fb11a33ccaa91nx53dm0ElNU.html
软件工程师（python、C#）,深圳·宝安区·石岩,10-15K·14薪,经验不限本科,益深,电子商务未融资100-499人,带薪年假，五险一金，节日福利，全勤奖，定期体检,https://www.zhipin.com/job_detail/514f44bb5b1573431XV-39W7EVZR.html
python开发工程师,深圳·南山区·西丽,15-25K,3-5年大专,四川准达,通信/网络设备未融资1000-9999人,定期体检，五险一金，带薪年假，补充医疗保险,https://www.zhipin.com/job_detail/83ac5ce0364fa33c1nN52t60F1NV.html
python工程师（不限经验）,深圳·南山区·前海,8-12K,经验不限本科,昇腾技术,互联网未融资20-99人,零食下午茶，住房补贴，五险一金，节日福利，餐补，带薪年假，股票期权,https://www.zhipin.com/job_detail/bfe5eba895cbc37a1nxy3t21FFtR.html
Python架构师,深圳·南山区·西丽,35-60K·16薪,5-10年本科,企知道,企业服务未融资1000-9999人,员工旅游，健身房，节日福利，年终奖，五险一金，零食下午茶，股票期权，定期体检，带薪年假,https://www.zhipin.com/job_detail/1c11284dee9329dc1XV609u6FFNQ.html
Python开发工程师,深圳·福田区·会展中心,12-18K,1-3年本科,睿服科技,计算机软件不需要融资1000-9999人,定期体检，节日福利，带薪年假，年终奖，五险一金,https://www.zhipin.com/job_detail/c7cc934fb0f0d3821XV839i_GFFU.html
Python开发工程师,深圳·龙岗区·坂田,10-15K,1-3年大专,亿沃乐,电子商务未融资100-499人,带薪年假，通讯补贴，全勤奖，五险一金，年终奖，补充医疗保险，零食下午茶，节日福利，员工旅游,https://www.zhipin.com/job_detail/12de1f2cbdba12261XR50t-4FlFV.html
Python开发工程师,深圳·南山区·前海,15-25K,3-5年大专,诚迈科技,移动互联网已上市1000-9999人,员工旅游，餐补，加班补助，带薪年假，节日福利，交通补助，通讯补贴,https://www.zhipin.com/job_detail/521daf0afe6dd9cb1XZ93d20GVdT.html
Python后端开发工程师,深圳·福田区·新洲,12-18K,5-10年本科,博彦科技,计算机软件已上市10000人以上,定期体检，五险一金，免费班车，年终奖，节日福利，带薪年假,https://www.zhipin.com/job_detail/3bc03c98dd4290931XV92Ny6EFRW.html
Python开发工程师,深圳·龙岗区·坂田,12-18K·13薪,1-3年本科,软通动力信息技术集团,计算机软件已上市10000人以上,零食下午茶，带薪年假，五险一金，加班补助，交通补助，年终奖，员工旅游，包吃，补充医疗保险，通讯补贴，定期体检，节日福利，免费班车，餐补，全勤奖,https://www.zhipin.com/job_detail/a40607b2fdc851c31nF-29i1FlVU.html
Python开发工程师,深圳·宝安区·宝安中心区,12-24K,1-3年本科,立新出行,互联网不需要融资20-99人,带薪年假，定期体检，年终奖，节日福利，五险一金，零食下午茶,https://www.zhipin.com/job_detail/5b7579eb41d1e95c1HZ729W-F1s~.html
Python开发工程师,深圳·南山区·华侨城,12-20K,3-5年大专,梵苑生活,电子商务未融资0-20人,股票期权，节日福利，零食下午茶,https://www.zhipin.com/job_detail/5dd0ef1a1f259fde1XR83ty9FFZS.html
高级Python开发工程师,深圳·南山区·科技园,45-65K·14薪,3-5年本科,旗晟智能科技有限公司,互联网未融资500-999人,餐补，补充医疗保险，通讯补贴，加班补助，带薪年假，股票期权，全勤奖，五险一金，年终奖，交通补助，员工旅游，定期体检,https://www.zhipin.com/job_detail/28fb1c0598dd21d01XV_29i6FVpT.html
Python开发工程师,深圳·龙岗区·坂田,13-26K,1-3年本科,软通动力公司,计算机软件已上市10000人以上,补充医疗保险，节日福利，年终奖，带薪年假，员工旅游，定期体检，餐补，零食下午茶，全勤奖，交通补助，免费班车，加班补助，五险一金,https://www.zhipin.com/job_detail/636beec7a7d73aa41XV829W_EVZZ.html
Python开发工程师,深圳·罗湖区·笋岗,15-20K,经验不限本科,蓝鲸,互联网不需要融资20-99人,五险一金，零食下午茶，节日福利，员工旅游，年终奖,https://www.zhipin.com/job_detail/4471216f38f470d71XV40tW0EVBZ.html
Python开发工程师,深圳·龙岗区·坂田,11-22K·13薪,1-3年本科,润和软件,移动互联网已上市10000人以上,通讯补贴，年终奖，交通补助，定期体检，零食下午茶，加班补助，员工旅游，节日福利，股票期权，餐补，带薪年假，五险一金,https://www.zhipin.com/job_detail/21863b7ae151b1961XRz39--GFJR.html
Python开发工程师,深圳·南山区·科技园,15-30K,1-3年本科,深总院,建筑设计未融资1000-9999人,员工旅游，定期体检，零食下午茶，五险一金，带薪年假，年终奖，节日福利,https://www.zhipin.com/job_detail/ddc432be536b1d491XV43dq0EFBT.html
Python高级开发工程师,深圳·宝安区·新安,15-25K·13薪,3-5年本科,木能科技,游戏未融资0-20人,节日福利，包吃，交通补助，加班补助，定期体检，零食下午茶，带薪年假，五险一金，员工旅游，全勤奖,https://www.zhipin.com/job_detail/62e4cb65f44e69dd1nJ42NS-FVFS.html
Python服务端开发,深圳·南山区·科技园,10-15K·13薪,1-3年本科,火花幻境,游戏A轮100-499人,零食下午茶，带薪病假事假，五险一金，加班补助，员工旅游，补充医疗保险，年终奖，交通补助，餐补，带薪年假，股票期权，节日福利，项目奖，定期体检,https://www.zhipin.com/job_detail/8c86e8d8b74316291nVy3dW6GVNX.html
金融科技岗（Python工程师）,深圳·福田区·会展中心,11-20K,3-5年大专,中信期货,证券/期货不需要融资1000-9999人,六险二金,https://www.zhipin.com/job_detail/1931ef7a1fac51381XV83tu6EltS.html
Python后端开发工程师,深圳·南山区·科技园,20-40K·15薪,1-3年本科,跨维,计算机软件天使轮20-99人,零食下午茶，五险一金，交通补助，加班补助，节日福利，股票期权，带薪年假，员工旅游，年终奖,https://www.zhipin.com/job_detail/e01949dafbc463e01XV-2tW7FFZS.html
开发经理（python） (MJ001238),深圳,20-40K·14薪,5-10年本科,百丽新零售,电子商务不需要融资10000人以上,定期体检，餐补，免费班车，员工旅游，补充医疗保险，加班补助，带薪年假，零食下午茶，五险一金，通讯补贴，节日福利，年终奖,https://www.zhipin.com/job_detail/c8803d72cb40a1961XV_3dS9FltU.html
Python开发工程师,深圳·南山区·科技园,10-15K,1-3年大专,Wonderlab,新零售B轮100-499人,零食下午茶，五险一金，节日福利，定期体检，员工旅游，餐补，带薪年假，交通补助,https://www.zhipin.com/job_detail/e050ad6305d2e22b1nx809W-E1RT.html
后端开发工程师（Python Flask）,深圳·南山区·科技园,25-35K·14薪,3-5年本科,AutoX安途无人驾驶,互联网C轮1000-9999人,五险一金，节日福利，股票期权，零食下午茶，通讯补贴，包吃，带薪年假，年终奖，餐补，定期体检，加班补助,https://www.zhipin.com/job_detail/3b4d4f479e7344a91XR_3Nm-EFVW.html
Python量化开发工程师,深圳·宝安区·西乡,20-40K,3-5年本科,松果体科技,互联网不需要融资0-20人,员工旅游，加班补助，零食下午茶，年终奖，带薪年假，定期体检，节日福利，五险一金,https://www.zhipin.com/job_detail/43f02a285a7c6c621XV53NW4E1BX.html
云端python工程师sz(8HDV),深圳·南山区·海岸城,14-22K·13薪,经验不限本科,中科创达软件,计算机软件已上市1000-9999人,餐补，加班补助，定期体检，五险一金，年终奖，全勤奖，带薪年假，节日福利，交通补助，住房补贴，员工旅游，股票期权,https://www.zhipin.com/job_detail/558f722c6edbdf0e1XZ92N6_E1BU.html
Python（双休、六险一金、近地铁，反馈快）,深圳·福田区·福田保税区,14-22K,3-5年大专,法本,计算机软件已上市10000人以上,员工旅游，零食下午茶，五险一金，全勤奖，节日福利，年终奖，定期体检，企业文化，加班补助，带薪年假,https://www.zhipin.com/job_detail/093a0d9f966d444c1XZ-2tq4EFFX.html
客户端开发工程师（python) (MJ000040),深圳·南山区·科技园,10-11K·13薪,1-3年本科,深圳淘乐,游戏不需要融资500-999人,带薪年假，节日福利，年终奖，补充医疗保险，零食下午茶,https://www.zhipin.com/job_detail/aede620cfdc0e5bd1XV72dq0FVBQ.html
python(华为电话面试，接受培训机构学生）,深圳·龙岗区·坂田,15-30K,3-5年本科,软通动力,计算机软件已上市10000人以上,交通补助，免费班车，团建活动，带薪年假，节日福利，零食下午茶，定期体检，五险一金，加班补助,https://www.zhipin.com/job_detail/2bf745a9f327cc561nF6096-EFJW.html
Python开发工程师,深圳·南山区·科技园,10-15K,1-3年大专,山麓智能,计算机软件0-20人,零食下午茶，带薪年假，五险一金，年终奖，节日福利,https://www.zhipin.com/job_detail/f5cc78bdd0444ce21XR739y9EVVZ.html
Python开发工程师,深圳·龙岗区·坂田,15-30K·16薪,经验不限本科,深圳华为,通信/网络设备不需要融资10000人以上,公司花园小区，交通补助，带薪年假，节日福利，公司上下班车，零食下午茶，全勤奖，通讯补贴，五险一金，定期体检，年终奖，股票期权，免费班车，加班补助，员工旅游,https://www.zhipin.com/job_detail/fbf5fd43211f6d821XR729W0FlVS.html
Python开发工程师,深圳·福田区·新洲,7-12K,1-3年大专,上海德成,计算机软件未融资20-99人,交通补助，五险一金，通讯补贴，年终奖，餐补,https://www.zhipin.com/job_detail/55741754ccf711d11XVy2dS7EVdQ.html
跨境电商-数据采集同步-爬虫Python开发,深圳·龙岗区·布吉,20-30K,3-5年本科,深大创想,电子商务20-99人,,https://www.zhipin.com/job_detail/1908cc78e10a2d2a1nN609m4F1VX.html
Python后端开发工程师,深圳·南山区·科技园,15-25K·13薪,3-5年大专,快订科技有限公司,计算机软件20-99人,,https://www.zhipin.com/job_detail/65a15439fbf56ce61XV43d-6GVFU.html
Python开发 现场笔试&面试反馈快 有加班费,深圳·罗湖区·东门,13-21K,3-5年大专,拓保软件,计算机软件不需要融资1000-9999人,免费班车，全勤奖，员工旅游，餐补，带薪年假，加班补助，节日福利，定期体检，零食下午茶，年终奖，体检，补充医疗保险，团建旅游，五险一金,https://www.zhipin.com/job_detail/72744562160add491XV63tq8FlFU.html
Python数据处理工程师,深圳·南山区·西丽,14-20K·14薪,1-3年本科,Anker,电子商务已上市1000-9999人,五险一金，企业滴滴打车，节日福利，员工旅游，零食下午茶，年终奖，定期体检，补充医疗保险，带薪年假，包吃,https://www.zhipin.com/job_detail/26ad87e435ed8af31XR_29y5FVpZ.html
Python开发工程师,深圳·宝安区·新安,11-14K·13薪,3-5年大专,云采网络科技,互联网A轮20-99人,五险一金，零食下午茶，节日福利，交通补助，餐补，带薪年假，加班补助，员工旅游，年终奖，全勤奖，股票期权,https://www.zhipin.com/job_detail/0b548f0be15749611XVy3Nq-FFBZ.html
python讲师+双休+五险一档,深圳·南山区·科技园,10-15K,经验不限本科,小码教育,在线教育C轮1000-9999人,员工旅游，股票期权，带薪年假，五险一金，餐补，零食下午茶，节日福利，年终奖,https://www.zhipin.com/job_detail/4922e8a2cba449771nx_3960GVNZ.html
Python后台开发实习生,深圳·龙岗区·华为坂田基地,130-260元/天,5天/周6个月本科,华为技术有限公司,计算机软件不需要融资10000人以上,带薪年假，加班补助，离职补偿，免费班车，全勤奖，餐补，节日福利，员工旅游，住房补贴，定期体检，补充医疗保险，零食下午茶，股票期权，交通补助，年终奖，五险一金，通讯补贴,https://www.zhipin.com/job_detail/f51a7be850e0eafa1XR-2du-ElRT.html
资深Python工程师,深圳·南山区·科技园,30-50K·13薪,5-10年本科,禾一智能,电子商务100-499人,,https://www.zhipin.com/job_detail/58f318b1c85f57491nJ_29q1ElpZ.html
python开发工程师,深圳·南山区·科技园,10-15K,3-5年本科,碳泽,计算机软件A轮20-99人,节日福利，员工旅游，餐补，带薪年假，零食下午茶，交通补助，五险一金,https://www.zhipin.com/job_detail/a91ec38e2e04a4121nZ50966F1RQ.html
高级python开发工程师,深圳·南山区·西丽,30-60K·15薪,5-10年本科,企知道,企业服务未融资1000-9999人,股票期权，健身房，员工旅游，五险一金，零食下午茶，节日福利，定期体检，年终奖，带薪年假,https://www.zhipin.com/job_detail/075a4687b5191fa31nx82t26E1pQ.html
云计算python开发工程师,深圳·龙岗区·坂田,15-30K·16薪,经验不限本科,华为,计算机软件不需要融资10000人以上,零食下午茶，定期体检，加班补助，补充医疗保险，年终奖，五险一金，股票期权，餐补，节日福利，员工旅游,https://www.zhipin.com/job_detail/65aef64b8a4e52d63nZ42N-0ElI~.html
python AI算法开发工程师,深圳·罗湖区·地王,18-30K,3-5年本科,引领发展,互联网0-20人,,https://www.zhipin.com/job_detail/c0e13b62765c3edf1HF-39i_FVY~.html
高级Python开发工程师 (英文),深圳·南山区·科技园,40-60K·15薪,3-5年本科,旗晟智能科技有限公司,互联网未融资500-999人,定期体检，全勤奖，餐补，年终奖，带薪年假，股票期权，补充医疗保险，加班补助，交通补助，员工旅游，五险一金，通讯补贴,https://www.zhipin.com/job_detail/eb0ddfa3e04b46a91XV_09u-GFFQ.html
python 兼职开发,深圳·福田区·华强南,3000-10000元/月,1-3年学历不限,深圳懒蚂蚁,电子商务未融资0-20人,加班补助，五险一金，年终奖，股票期权，带薪年假,https://www.zhipin.com/job_detail/9b485a47b00dc4891nJ_3ty9FFFU.html
Python开发工程师（双休+六险一金）,深圳·南山区·西丽,13-20K,1-3年大专,四川准达,通信/网络设备未融资1000-9999人,定期体检，带薪年假，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/5c6fdd0423eb74261nN629-9GVNT.html
Python高级开发工程师,深圳·南山区·科技园,30-60K·15薪,3-5年本科,Shopee,电子商务已上市1000-9999人,定期体检，零食下午茶，带薪年假，五险一金，补充医疗保险,https://www.zhipin.com/job_detail/1ff34041e274f1a31n153dq0EFFT.html
自动驾驶后台研发工程师-python（深圳）,深圳·南山区·科技园,25-50K·15薪,经验不限本科,AutoX安途无人驾驶,互联网C轮1000-9999人,餐补，带薪年假，零食下午茶，股票期权，通讯补贴，节日福利，加班补助，五险一金，定期体检，包吃，年终奖,https://www.zhipin.com/job_detail/cd2775a9e9b723bc1XV72dy-EFtW.html
Python开发工程师,深圳·宝安区·翻身,5-10K·13薪,经验不限本科,博达智联,计算机软件不需要融资0-20人,全勤奖，股票期权，员工旅游，年终奖，五险一金，带薪年假，节日福利,https://www.zhipin.com/job_detail/499e2d802644c2731XV429S0F1RY.html
Python开发工程师,深圳,11-22K,1-3年本科,辰视智能,计算机软件A轮20-99人,五险一金，带薪年假，员工旅游，零食下午茶，节日福利,https://www.zhipin.com/job_detail/1c7aed2c60a6d8821nF829i_FVFR.html
Python开发（财富端）,深圳,12-24K,1-3年本科,有鱼智能,互联网金融不需要融资100-499人,年终奖，零食下午茶，丰富的下午茶，五险一金，节日福利，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/d1d186715a64b8541nd439m-FVNZ.html
高级Python开发工程师,深圳·福田区·福田保税区,40-65K·14薪,3-5年本科,蜗牛科技,电子商务C轮500-999人,,https://www.zhipin.com/job_detail/a5f11f9e279c81411XVz2tq_GVBU.html
python讲师+周一周二双休,深圳·龙华区·民治,10-15K,经验不限本科,小码教育,在线教育C轮1000-9999人,股票期权，员工旅游，五险一金，带薪年假，节日福利，餐补，年终奖，零食下午茶,https://www.zhipin.com/job_detail/19631bc869193bde1n1z3dW7GVtX.html
python后台开发,深圳,6-10K,1-3年本科,融优科技,移动互联网天使轮100-499人,,https://www.zhipin.com/job_detail/4c8e36550dd771ad1nV73dW8GFFU.html
深圳：python技术员,深圳·龙华区·龙华,6-11K,1-3年大专,升辉工艺,贸易/进出口未融资100-499人,全勤奖，员工旅游，带薪年假，交通补助，节日福利，补充医疗保险，年终奖，五险一金,https://www.zhipin.com/job_detail/fdd86ddca42968611nF43Ni5GVFU.html
python高级程序员,深圳·宝安区·沙井,15-25K,5-10年大专,麦凯莱科技,日化A轮500-999人,五险一金，零食下午茶，节日福利，全勤奖,https://www.zhipin.com/job_detail/b6e2d195525e15e61XR62Ny5E1tS.html
python爬虫工程师,深圳·南山区·科技园,11-20K·13薪,3-5年本科,互联网,电子商务不需要融资20-99人,定期体检，加班补助，零食下午茶，带薪年假，员工旅游，五险一金，全勤奖，年终奖，餐补,https://www.zhipin.com/job_detail/948c2dc09d7990fa1nZ80ty6ElNX.html
Python开发工程师,深圳·南山区·大学城,20-40K,3-5年本科,优必选,智能硬件C轮1000-9999人,五险一金，定期体检，补充医疗保险,https://www.zhipin.com/job_detail/eb46c796666e2a111nJ539u0FFpQ.html
Python全栈工程师,深圳·南山区·西丽,14-25K,经验不限本科,深圳市果速科技,互联网20-99人,,https://www.zhipin.com/job_detail/c6f4f0efeff20ddc1nx909y6E1JQ.html
Python开发工程师,深圳·罗湖区·莲塘,11-20K,1-3年本科,掌世界,游戏不需要融资100-499人,年终奖，员工旅游，股票期权，定期体检，带薪年假，交通补助，五险一金，加班补助，餐补，通讯补贴，节日福利，全勤奖,https://www.zhipin.com/job_detail/b871e6426c63c4861nF929i5EVJQ.html
Python开发工程师（OD）,深圳·龙岗区·华为坂田基地,13-26K,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,节日福利，免费班车，餐补，离职补偿，定期体检，带薪年假，加班补助，股票期权，通讯补贴，全勤奖，员工旅游，补充医疗保险，零食下午茶，住房补贴，五险一金，年终奖，交通补助,https://www.zhipin.com/job_detail/c23ac21bfb6fafe41XR_39S7GFRX.html
高级Python开发工程师,深圳·宝安区·宝安中心区,15-22K·13薪,3-5年本科,韵达,物流/仓储已上市500-999人,员工旅游，定期体检，包住，节日福利，五险一金，带薪年假，年终奖，全勤奖,https://www.zhipin.com/job_detail/cf7c5846ea4eea3403Nz2dS4FVY~.html
python开发工程师,深圳·福田区·车公庙,15-20K,在校/应届学历不限,柠檬树摄影文化传播,生活服务未融资20-99人,零食下午茶，加班补助，餐补，定期体检，带薪年假，五险一金，员工旅游，全勤奖,https://www.zhipin.com/job_detail/d932cbbfc433ced11nBy29-0F1VU.html
python服务端开发工程师,深圳·福田区·车公庙,15-30K,3-5年大专,丰远国际,物流/仓储不需要融资100-499人,,https://www.zhipin.com/job_detail/943fab4bb14db1511X1z3du-E1o~.html
Python数据分析工程师,深圳·南山区·南头,5-6K,1年以内本科,金数口碑,基金20-99人,,https://www.zhipin.com/job_detail/03ec415786fb18a91nVy0t2-EFFW.html
Python开发工程师（AI项目）,深圳·南山区·南油,20-35K·15薪,3-5年本科,沃森,移动互联网不需要融资100-499人,,https://www.zhipin.com/job_detail/d5b4ce21b0429e3c1nJ609S_EFNQ.html
python 开发工程师,深圳·南山区·科技园,10-15K,经验不限大专,山麓智能,计算机软件0-20人,节日福利，年终奖，带薪年假，五险一金，零食下午茶,https://www.zhipin.com/job_detail/79d57cc9e0e0923a1XR72N6_EFZZ.html
Python,深圳·龙岗区·坂田,15-30K,1-3年本科,华为,计算机软件不需要融资10000人以上,定期体检，零食下午茶，餐补，加班补助，年终奖，员工旅游，节日福利，补充医疗保险，五险一金，股票期权,https://www.zhipin.com/job_detail/c731f999ccc197ac1nJz2dm_FlZZ.html
python开发工程师 - AI基础平台,深圳·南山区·科技园,20-40K·14薪,经验不限本科,FITURE,互联网B轮1000-9999人,零食下午茶，员工旅游，节日福利，带薪年假，五险一金，定期体检,https://www.zhipin.com/job_detail/551fbd6355f40c611nJ42tq5F1JY.html
python讲师+双休+五险一金,深圳·龙华区·民治,10-15K,经验不限本科,小码教育,在线教育C轮1000-9999人,五险一金，带薪年假，节日福利，零食下午茶，年终奖，股票期权，员工旅游，餐补,https://www.zhipin.com/job_detail/dbf496e6237676871nx82dS0FFFQ.html
python开发主管/经理,深圳·南山区·科技园,15-20K,5-10年本科,麦凯莱科技,日化A轮500-999人,全勤奖，五险一金，节日福利，零食下午茶,https://www.zhipin.com/job_detail/5ec01caee790db071nx809W_EVtY.html
开发：C/C++/Java/Python/JS/Go/Scala,深圳·龙岗区·坂田,15-30K,经验不限本科,华为,计算机软件不需要融资10000人以上,年终奖，餐补，补充医疗保险，零食下午茶，节日福利，员工旅游，定期体检，五险一金，股票期权，加班补助,https://www.zhipin.com/job_detail/621387991381f5b91XV70t26E1FY.html
Python开发工程师,深圳·龙岗区·坂田,15-30K,1-3年本科,华为技术有限公司,计算机软件不需要融资10000人以上,餐补，节日福利，带薪年假，零食下午茶，员工旅游，全勤奖，股票期权，离职补偿，通讯补贴，免费班车，加班补助，交通补助，定期体检，五险一金，补充医疗保险，年终奖，住房补贴,https://www.zhipin.com/job_detail/f19c5c568ec53a971nZy2ty8E1NS.html
编程老师/python讲师,深圳·宝安区·西乡,9-14K,经验不限本科,童程童美,在线教育已上市10000人以上,节日福利，带薪年假，员工旅游，股票期权，餐补，五险一金，零食下午茶,https://www.zhipin.com/job_detail/62bfe80b6729132e1XZ-2tW-EVtX.html
Python软件开发工程师（社招，实习）深圳,深圳·龙岗区·坂田,20-30K·16薪,经验不限本科,华为,计算机软件不需要融资10000人以上,员工旅游，节日福利，股票期权，补充医疗保险，定期体检，五险一金，零食下午茶，餐补，年终奖，加班补助,https://www.zhipin.com/job_detail/09cf09b4628f4b9c1nd42t28FlNU.html
python讲师+双休+稳定学源,深圳·福田区·会展中心,10-15K,经验不限本科,小码教育,在线教育C轮1000-9999人,带薪年假，员工旅游，年终奖，股票期权，餐补，节日福利，五险一金，零食下午茶,https://www.zhipin.com/job_detail/a35d1ec049f3b1991n1839i5FVpW.html
Python后端开发实习生,深圳·宝安区·新安,3-6K,经验不限本科,素问智能,计算机服务未融资0-20人,五险一金，带薪年假,https://www.zhipin.com/job_detail/b643e386a3cfea6a0Hx_3ty5FVs~.html
Python开发工程师,深圳·龙岗区·坂田,12-24K·14薪,3-5年本科,华为技术有限公司,计算机软件不需要融资10000人以上,五险一金，股票期权，年终奖，全勤奖，零食下午茶，免费班车，补充医疗保险，离职补偿，住房补贴，带薪年假，定期体检，员工旅游，加班补助，交通补助，节日福利，餐补，通讯补贴,https://www.zhipin.com/job_detail/d677e1f777b361201nVz292-FFJV.html
python讲师+双休+五险一金,深圳·南山区·后海,10-15K,经验不限本科,小码教育,在线教育C轮1000-9999人,五险一金，员工旅游，股票期权，节日福利，年终奖，餐补，带薪年假，零食下午茶,https://www.zhipin.com/job_detail/d8913b23cf2eeba01n1839i5FlZU.html
python高级工程师,深圳·龙岗区·坂田,30-60K,5-10年本科,华为,计算机软件不需要融资10000人以上,餐补，年终奖，股票期权，补充医疗保险，加班补助，节日福利，定期体检，员工旅游，五险一金，零食下午茶,https://www.zhipin.com/job_detail/66434dfc063bbaad1nV90ty6E1dT.html
python数据处理工程师,深圳·南山区·科技园,12-24K,经验不限本科,海知智能,互联网A轮20-99人,,https://www.zhipin.com/job_detail/5fab907d2b40a0690nZ629W5ElM~.html
Python开发工程师,深圳·龙岗区·坂田,17-30K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,股票期权，零食下午茶，补充医疗保险，节日福利，全勤奖，离职补偿，免费班车，五险一金，带薪年假，餐补，交通补助，加班补助，员工旅游，年终奖，定期体检，住房补贴，通讯补贴,https://www.zhipin.com/job_detail/2611999ef8031e441XR72d-9F1pX.html
python讲师+周一周二双休+五险一金,深圳·福田区·园岭,10-15K,经验不限本科,小码教育,在线教育C轮1000-9999人,员工旅游，年终奖，节日福利，五险一金，零食下午茶，带薪年假，股票期权，餐补,https://www.zhipin.com/job_detail/666dd03d3292b0471n192dm6FlNY.html
Python工程师,深圳·龙岗区·坂田,15-30K,1-3年本科,华为,计算机软件不需要融资10000人以上,员工旅游，五险一金，加班补助，零食下午茶，节日福利，餐补，股票期权，补充医疗保险，年终奖，定期体检,https://www.zhipin.com/job_detail/630ddd0f682447b41nF73du5FVpY.html
Python开发高级工程师（华为&OD）,深圳·龙岗区·坂田,12-24K·14薪,经验不限本科,华为技术有限公司,计算机软件不需要融资10000人以上,通讯补贴，年终奖，住房补贴，带薪年假，补充医疗保险，交通补助，餐补，定期体检，加班补助，员工旅游，节日福利，免费班车，股票期权，离职补偿，全勤奖，五险一金，零食下午茶,https://www.zhipin.com/job_detail/c3127e576407f1a21nNz39y9F1tR.html
